Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4uLU6hMCjMI75M1A2tKUQC,"Never Gonna Give You Up","Whenever You Need Somebody","Rick Astley",1987-11-12,213573,6,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:24:28Z,"","Sony Music CG",0.721,0.939,8,-11.823,1,0.0376,0.115,0.0000379,0.108,0.914,113.309,4
spotify:track:0ikz6tENMONtK6qGkOrU3c,"Wake Me Up Before You Go-Go","Make It Big","Wham!",1984-10-23,231333,80,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:26:07Z,"navidad","Columbia",0.62,0.573,0,-11.893,1,0.0423,0.271,0,0.0607,0.897,81.548,4
spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,"Like a Virgin","Like a Virgin","Madonna",1984-11-12,218626,75,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:26:55Z,"","Warner Records",0.771,0.655,3,-10.842,0,0.0372,0.152,0.00197,0.0685,0.97,119.747,4
spotify:track:6A4Jc8npNo79BOgsrPptLA,"Somebody's Watching Me - Single Version","Scream","Rockwell",2017-09-27,237760,1,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:27:21Z,"","Epic/Legacy",0.767,0.712,1,-4.128,0,0.0324,0.0409,0.0000808,0.132,0.804,124.092,4
spotify:track:1TfqLAPs4K3s2rJMoCokcS,"Sweet Dreams (Are Made of This) - 2005 Remaster","Sweet Dreams (Are Made Of This)","Eurythmics;Annie Lennox;Dave Stewart",1983-01-04,216933,86,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:27:27Z,"new wave,synthpop","RCA Records Label",0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,4
spotify:track:0UAEHlFR79k9CJvknSGUNf,"Pump Up The Jam - Edit","Best Of","Technotronic;Felly",2011-01-01,215040,73,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:27:46Z,"eurodance,hip house,dance","ARS Entertainment N.V.",0.862,0.918,10,-7.325,0,0.108,0.0287,0.00000115,0.0492,0.651,124.811,4
spotify:track:3INsYP1Y8GG4qJvBsKCdXC,"Don't Stop Me Now - ...Revisited","Bohemian Rhapsody (The Original Soundtrack)","Queen",2018-10-19,217824,68,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:29:07Z,"rock clásico,rock,glam rock","EMI",0.465,0.917,5,-6.335,1,0.237,0.0152,0.0187,0.286,0.403,155.02,4
spotify:track:1nQRg9q9uwALGzouOX5OyQ,"Radio Ga Ga - Remastered 2011","The Works (2011 Remaster)","Queen",1984-02-27,348226,78,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:29:14Z,"rock clásico,rock,glam rock","EMI",0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,4
spotify:track:3MrRksHupTVEQ7YbA0FsZK,"The Final Countdown","The Final Countdown (Expanded Edition)","Europe",1986,310333,80,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:29:56Z,"glam metal","Portrait/Epic/Legacy",0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,4
spotify:track:2IHaGyfxNoFPLJnaEg4GTs,"What Is Love - 7"" Mix","The Album","Haddaway",1993-09-13,270373,7,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:30:05Z,"eurodance","Coconut Music",0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,4
spotify:track:0Az5nx6qYZ2n54rh1sgvcB,"Situation - 2008 Remastered Version","In Your Room","Yazoo",2008-05-26,144133,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:30:21Z,"synthpop,new wave","Mute, a BMG Company",0.826,0.662,6,-7.167,1,0.0505,0.158,0.065,0.0547,0.33,118.763,4
spotify:track:0zCNuyeXYbmxl6xlvkjvKi,"Don't Go","Only Yazoo - The Best Of","Yazoo",1999,186800,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:31:42Z,"synthpop,new wave","Mute",0.774,0.691,6,-7.672,1,0.0351,0.262,0.0103,0.0353,0.674,126.243,4
spotify:track:7rpbaKBhpvjSELtB8pinNX,"The Second Time Around","The Very Best Of","Shalamar",2000-01-01,220293,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:32:26Z,"post-disco,disco","Castle Communications",0.752,0.665,8,-7.764,1,0.0457,0.37,0.00000277,0.136,0.823,112.33,4
spotify:track:3850dYVgOFIXJh5U4BFEWH,"Hung Up","Confessions on a Dance Floor","Madonna",2005-11-11,337733,83,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:33:50Z,"","Warner Records",0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,4
spotify:track:5sS4g0adkAUXvLJHQ1i2kj,"Little L","A Funk Odyssey","Jamiroquai",2001-09-03,295400,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:34:01Z,"acid jazz","S2",0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,4
spotify:track:5MMO1bQDej5DXAEnzau7gw,"Big Fun","The Very Best Of Kool & The Gang","Kool & The Gang",1999-01-01,230066,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:34:32Z,"disco,funk","Universal Music Group",0.868,0.799,6,-7.133,0,0.0346,0.234,0.00266,0.263,0.978,117.48,4
spotify:track:2F2JEW9sfhNDV3tLCNU7b4,"Der Kommissar","FALCO 60","Falco",2017-02-17,228587,33,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:35:24Z,"neue deutsche welle","Ariola",0.929,0.717,9,-6.567,0,0.0414,0.0464,0.00000626,0.0376,0.936,118.233,4
spotify:track:0RWqE2ZaulvnN1i40qIhDh,"Canned Heat","Synkronized","Jamiroquai",1999-06-08,331760,2,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:35:54Z,"acid jazz","S2",0.7,0.865,9,-5.827,0,0.133,0.0136,0.0000756,0.0718,0.78,128.04,4
spotify:track:4qO03RMQm88DdpTJcxlglY,"Call Me","Atomic/Atomix","Blondie",1999-01-01,212600,71,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:38:37Z,"","Parlophone Catalogue",0.56,0.824,2,-6.711,0,0.0348,0.000785,0.00246,0.0892,0.74,142.667,4
spotify:track:15W8Q7ZA88u4eQf5JMDaj7,"El Ritmo De Tus Ojos - Remasterizado 2007","Doble Vida (Remastered)","Soda Stereo",1988-10-09,237200,43,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:40:36Z,"rock en español,rock latino,rock argentino,música alternativa latina","Columbia",0.714,0.942,2,-5.013,1,0.039,0.0873,0.00415,0.122,0.709,107.314,4
spotify:track:39shmbIHICJ2Wxnk1fPSdz,"Should I Stay or Should I Go - Remastered","Combat Rock (Remastered)","The Clash",1982,188987,84,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:40:49Z,"punk","Sony Music UK",0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,4
spotify:track:2Cdvbe2G4hZsnhNMKyGrie,"I Love Rock 'N Roll","I Love Rock 'N' Roll (Expanded Edition)","Joan Jett & the Blackhearts",1981-11-18,175173,67,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:41:14Z,"rock","Legacy Recordings",0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,4
spotify:track:2NVpYQqdraEcQwqT7GhUkh,"Ain't Nobody","Epiphany: The Best of Chaka Khan, Vol. 1","Chaka Khan",1996-11-08,280853,69,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:42:12Z,"","Reprise",0.8,0.878,1,-7.109,1,0.0434,0.189,0.000104,0.14,0.816,104.282,4
spotify:track:7FlwylpJSe3ea6m1IrkizS,"West End Girls - 2001 Remaster","Please: Further Listening 1984-1986","Pet Shop Boys",1986-03-24,245360,2,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:42:50Z,"synthpop,new wave","Parlophone UK",0.648,0.947,4,-6.617,0,0.0369,0.0114,0.0567,0.105,0.602,113.255,4
spotify:track:0mErieAHf20bPScvFF8Gml,"Do It Do It Disco - Tom Noble Remix","Do It Do It Disco - EP","Myron & E",2014-06-10,350164,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:42:59Z,"retro soul","Stones Throw Records",0.774,0.55,8,-5.715,1,0.0436,0.0254,0.324,0.151,0.531,112.037,4
spotify:track:6oi4gIt6BQCRw1ZQJj21vq,"Sin Disfraz","Locura","Virus",1985-04-29,328746,58,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:43:14Z,"rock latino,rock argentino,rock en español","Columbia",0.727,0.652,11,-7.341,0,0.0337,0.0338,0.116,0.07,0.952,119.617,4
spotify:track:7fRvtXvJMpGfTLdF0M09a1,"Talking In Your Sleep (2023 Remaster)","In Heat (2023 Remaster)","The Romantics",1983-02-14,236624,72,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:44:09Z,"power pop","Legacy Recordings",0.7,0.927,9,-4.981,0,0.0358,0.0013,0.00124,0.0445,0.972,129.778,4
spotify:track:0xs0ewnEb6c2DlY7LjOD7t,"Girls Just Wanna Have Fun","80s 100 Hits","Cyndi Lauper",2010-03-01,224546,53,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:45:27Z,"","Sony Music Entertainment",0.686,0.586,6,-12.377,1,0.0356,0.153,0.000314,0.353,0.78,120.415,4
spotify:track:4WL18zolDiPToRXggigJwg,"Luna de Miel en la Mano","Obras Cumbres","Virus",2000,314693,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:45:46Z,"rock latino,rock argentino,rock en español","Columbia",0.715,0.749,9,-6.771,0,0.114,0.196,0.0207,0.235,0.174,177.328,4
spotify:track:2245x0g1ft0HC7sf79zbYN,"Lay All Your Love On Me","ABBA Gold","ABBA",2008-01-01,272506,71,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:45:51Z,"","Polar Music International AB",0.695,0.701,0,-6.435,1,0.0281,0.0187,0.0464,0.251,0.58,133,4
spotify:track:4aMT5LHe8A2uIc11H8Cx2m,"Conga","Exitos de gloria estefan","Gloria Estefan;Miami Sound Machine",1990,255106,59,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:46:20Z,"","Sony Music Media",0.791,0.805,2,-10.202,1,0.0464,0.16,0.0583,0.0563,0.882,122.219,4
spotify:track:6LCrqs85q61pfZCXYvW63B,"Praise You (Purple Disco Machine Remix) - Radio Edit","Praise You (Purple Disco Machine Remix)","Fatboy Slim;Purple Disco Machine",2018-11-02,230162,3,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:46:56Z,"big beat,disco house,nu disco,funky house,house","Defected Records",0.813,0.782,1,-5.764,1,0.0341,0.0474,0.279,0.0577,0.811,120.988,4
spotify:track:3XTWrhdYlqXlWgbnS7FfRi,"Body Funk","Soulmatic","Purple Disco Machine",2017-10-20,256598,58,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:47:02Z,"disco house,nu disco,funky house,house","Sweat It Out",0.837,0.88,7,-6.301,1,0.0441,0.00233,0.352,0.0447,0.742,121.996,4
spotify:track:5o3M4SZh3McaxwUuW9flhj,"Jump - Live","The Confessions Tour (Live)","Madonna",2007-01-30,293400,46,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:47:12Z,"","Maverick",0.562,0.912,9,-6.596,1,0.0517,0.000095,0.0119,0.993,0.39,119.003,4
spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,"Can't Get You out of My Head","Fever","Kylie Minogue",2002-11-19,230640,82,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:47:17Z,"dance pop","Parlophone UK",0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,4
spotify:track:300zfRaCgTmEm5Eqe3HqZZ,"Ghostbusters - from the ""Ghostbusters"" Original Motion Picture Soundtrack","Arista Heritage Series: Ray Parker","Ray Parker Jr.",2000-02-08,240800,59,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:47:40Z,"","Arista",0.779,0.717,6,-9.7,0,0.0335,0.0125,0.0536,0.355,0.789,115.384,4
spotify:track:2IJk5fQC6Qiu2gRrCR2977,"(Don't) Give Hate a Chance","Dynamite","Jamiroquai",2005-06-15,300226,56,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:47:59Z,"acid jazz","Sony Music UK",0.702,0.836,2,-7.243,1,0.0337,0.0135,0.0000827,0.197,0.814,127.871,4
spotify:track:1x828pQ6Y2SE76LNZDiwnv,"Music Inferno - Live","The Confessions Tour (Live)","Madonna",2007-01-30,461040,46,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T22:48:52Z,"","Maverick",0.68,0.865,10,-6.025,1,0.0489,0.000117,0.308,0.935,0.64,129.975,4
spotify:track:1HOMkjp0nHMaTnfAkslCQj,"My Sharona","Get The Knack","The Knack",1979-01-01,295400,74,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T23:45:54Z,"power pop","Capitol Records",0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,4
spotify:track:2pX5qSgxQFwlrkjxph8fxb,"The Loco-Motion","Kylie","Kylie Minogue",1988-07-04,193920,2,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T23:47:21Z,"dance pop","PAL Productions Limited",0.748,0.915,3,-5.23,1,0.0376,0.385,0.0585,0.0235,0.763,129,4
spotify:track:1MK5FOmm5ppLIS2Ga3jHlT,"I Should Be So Lucky","Kylie","Kylie Minogue",1988-07-04,204440,0,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T23:49:42Z,"dance pop","PAL Productions Limited",0.734,0.978,7,-4.568,1,0.034,0.0412,0.422,0.358,0.845,116.082,4
spotify:track:0GjEhVFGZW8afUYGChu3Rr,"Dancing Queen","Arrival","ABBA",1976,230400,87,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T23:50:35Z,"","Polar Music International AB",0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4
spotify:track:5yGTQzYbEdY6B9RFZJypgt,"Rhythm Of The Night","Rhythm Of The Night","DeBarge",1985,229106,72,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T23:51:01Z,"quiet storm","UNI/MOTOWN",0.707,0.759,11,-12.328,0,0.046,0.0769,0.0000284,0.0775,0.955,115.142,4
spotify:track:5MXXbGYNmRHR7ULMvZYo5R,"Every 1's a Winner - Single Version","Every 1's a Winner","Hot Chocolate",1978,289266,69,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T23:51:18Z,"","Parlophone UK",0.727,0.548,10,-7.393,1,0.0291,0.0621,0.516,0.133,0.929,107.826,4
spotify:track:2kgqupahrJpYB4r1poTXEY,"Axel F","Harold F","Harold Faltermeyer",1988-01-01,180866,62,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T23:51:56Z,"synthpop","Geffen",0.799,0.491,1,-17.105,1,0.0891,0.016,0.843,0.094,0.57,117.285,4
spotify:track:4Gnl12vioGd6lgIjeYcMCl,"Mickey","Mickey: The Very Best Of Toni Basil","Toni Basil",2016-09-20,253199,1,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T23:52:45Z,"","The Devils Own Jukebox",0.674,0.913,4,-5.898,1,0.0521,0.124,0.0000106,0.139,0.968,148.891,4
spotify:track:273uCXd7NPrInaiNqtkOrA,"Tarzan Boy","Living In The Background","Baltimora",1985-01-01,378946,76,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T23:53:54Z,"disco italiana","Capitol Records",0.684,0.573,5,-12.3,1,0.0261,0.318,0.028,0.306,0.716,107.363,4
spotify:track:2nWHzbBWBOePUvAImQv2So,"Rockit","Future Shock","Herbie Hancock",1983,328115,52,false,213qni5vbhavdmwphavp2tg6q,2020-11-25T23:56:22Z,"jazz,jazz fusión,jazz funk,hard bop,cool jazz","Columbia/Legacy",0.878,0.951,7,-5.077,1,0.069,0.0317,0.544,0.0614,0.607,111.334,4
spotify:track:37ZJ0p5Jm13JPevGcx4SkF,"Livin' On A Prayer","Slippery When Wet","Bon Jovi",1986-08-16,249293,83,false,213qni5vbhavdmwphavp2tg6q,2020-11-27T02:14:57Z,"glam metal","Island Records",0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000206,0.294,0.794,122.509,4
spotify:track:4lteGaLzU5veJOe6wnOvz4,"Dancer","Outline","Gino Soccio",1979,508120,49,false,213qni5vbhavdmwphavp2tg6q,2020-11-27T03:06:35Z,"disco italiana,disco,post-disco,hi-nrg,house de chicago","Rhino/Warner Records",0.896,0.339,11,-9.576,0,0.0884,0.0183,0.552,0.0311,0.389,122.106,4
spotify:track:50f0mt35cIwwu3Krk7nS7b,"Ma quale idea","Italian Classics: Pino D'Angiò Collection, Vol. 1","Pino D'Angiò",2011-03-15,262456,66,false,213qni5vbhavdmwphavp2tg6q,2020-11-27T03:06:42Z,"disco italiana","Peer Southern Productions",0.868,0.788,1,-4.321,1,0.0547,0.0334,0.000026,0.0801,0.961,114.674,4
spotify:track:76ibxRco0AGhgavIY4zSRh,"Wadu Wadu","Wadu Wadu","Virus",1981-04-29,156306,52,false,213qni5vbhavdmwphavp2tg6q,2020-11-27T18:23:35Z,"rock latino,rock argentino,rock en español","Columbia",0.441,0.901,5,-8.64,1,0.0442,0.158,0.00483,0.132,0.786,183.322,4
spotify:track:5kz9GDBTX846OXwqWoyKzF,"We Got The Beat","Beauty And The Beat","The Go-Go's",1981-01-01,153133,61,false,213qni5vbhavdmwphavp2tg6q,2020-11-27T18:28:53Z,"new wave","A&M",0.587,0.994,2,-5.61,1,0.0451,0.157,0.0767,0.0319,0.482,151.938,4
spotify:track:3pf96IFggfQuT6Gafqx2rt,"Sunny","Take The Heat Off Me","Boney M.",1976,242240,73,false,213qni5vbhavdmwphavp2tg6q,2020-11-28T16:38:41Z,"disco","MCI",0.647,0.868,0,-6.427,0,0.106,0.088,0.124,0.129,0.804,121.82,4
spotify:track:7LyIoUsiMtelB1I0I4drEF,"Modern Love - 1999 Remaster","Let's Dance (1999 Remaster)","David Bowie",1983-04-14,288466,4,false,213qni5vbhavdmwphavp2tg6q,2020-12-03T18:34:34Z,"glam rock,art rock","Parlophone UK",0.315,0.889,0,-8.192,1,0.041,0.000376,0.00241,0.133,0.961,181.329,4
spotify:track:0F0MA0ns8oXwGw66B2BSXm,"Let's Dance - 1999 Remaster","Let's Dance (1999 Remaster)","David Bowie",1983-04-14,457133,2,false,213qni5vbhavdmwphavp2tg6q,2020-12-03T18:34:48Z,"glam rock,art rock","Parlophone UK",0.619,0.703,10,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,4
spotify:track:5ycQatSgvV36zWAG5EqyWn,"Provócame","Grandes Exitos","Chayanne",2002,248933,60,false,213qni5vbhavdmwphavp2tg6q,2021-01-07T06:01:58Z,"pop latino","Pop Music",0.752,0.894,0,-4.55,1,0.0422,0.0305,0.00000811,0.196,0.475,119.79,4
spotify:track:6r8k1vznHrzlEKYxL4dZEe,"La Isla Bonita","True Blue","Madonna",1986-06-30,242733,79,false,213qni5vbhavdmwphavp2tg6q,2021-11-05T18:41:24Z,"","Warner Records",0.724,0.822,1,-4.374,0,0.0333,0.304,0.0000138,0.0553,0.964,99.9,4
spotify:track:4RvWPyQ5RL0ao9LPZeSouE,"Everybody Wants To Rule The World","Songs From The Big Chair (Super Deluxe Edition)","Tears For Fears",1985-02-25,251488,86,false,213qni5vbhavdmwphavp2tg6q,2021-12-09T00:47:10Z,"new wave,synthpop","UMC (Universal Music Catalogue)",0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4
spotify:track:7HSPg09lgr8VySgmQXNfE9,"Burn Rubber On Me (Why You Wanna Hurt Me)","Gap Band 3","The Gap Band",1980-12-08,333226,0,false,213qni5vbhavdmwphavp2tg6q,2022-01-01T04:27:09Z,"funk,quiet storm","Mercury Records",0.777,0.703,11,-11.609,0,0.0385,0.0806,0.000536,0.312,0.949,117.206,4
spotify:track:5jUA1njy3h6ynHLvPdEVHt,"Disco Inferno","Disco Inferno","The Trammps",1976,659000,64,false,213qni5vbhavdmwphavp2tg6q,2023-07-14T13:25:31Z,"disco,sonido filadelfia,northern soul","Rhino Atlantic",0.799,0.632,10,-12.364,1,0.0332,0.0293,0.359,0.103,0.967,128.567,4
spotify:track:12SY1IDzol5dg1yBTUoKYx,"I Need You Tonight","I Need You Tonite / Tonight","Punkin Machine",1981,338844,54,false,213qni5vbhavdmwphavp2tg6q,2023-09-22T14:43:03Z,"disco italiana,disco","UNIDISC MUSIC INC.",0.975,0.57,6,-10.604,0,0.048,0.00717,0.277,0.072,0.968,126.909,4
spotify:track:3o1jf03Wurk4zoETKyYRoG,"Rock The Boat","One Lover (Expanded Edition)","Forrest",1983-03-25,275967,35,false,213qni5vbhavdmwphavp2tg6q,2024-10-15T10:18:28Z,"","High Fashion Music",0.718,0.66,8,-8.863,1,0.055,0.0604,0.0537,0.0327,0.964,114.631,4
spotify:track:7GK2KVYH8FrTC9zehmjVMd,"Ring My Bell","Ring My Bell","Anita Ward",2005-09-26,491933,75,false,213qni5vbhavdmwphavp2tg6q,2025-09-26T15:32:17Z,"disco","601 Music",0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,4
